Audio File|Original Transcription|Synthesized Transcription
bas_rnd1_286.wav| Baloanele sunt foarte frumoase.| Baloanele sunt foarte frumoase.
bas_rnd1_287.wav| Ambi au părăsit ieri cantonamentul pentru a nu răspândi virusul în rândul celor lalți fotbalii.| Ambii au părăsit ieri cantonamentul pentru a nu răspândi virusul în rândul celorlalți făbarii.
bas_rnd1_288.wav| În 92-94 vindeam ziarea Precisa Mazăre.| În 92-94 vindeam ziarea Precisa Mazăre.
bas_rnd1_289.wav| Se întâmpla în iulie 2004 în capitală.| Se întâmpla în Iulie, 2004, în capitală.
bas_rnd1_290.wav| La zi că avea drept de joc și putea fi folosi de antrenor fără niciun fel de probleme.| La zi că avea drept de joc și putea fi folățit de antrenor fără niciun fel de probleme.
bas_rnd1_291.wav| Nu mi-a venit să cred că în comuna noastră trăiesc astfel de persoane, a afirmat Mariana Găju.| Nu mi-a venit să cred că în comună noastră trăiesc astfel de persoane, a afirmat Mariana Găju.
bas_rnd1_292.wav| Mie îmi place să cred că ceea ce scriu eu este poezie.| Mie imi place sa cred ca ceea ce scriu eu este poezia.
bas_rnd1_293.wav| Practic, eu nu ma pot folosi de el, a spus, Târnovianca.| Practic, eu nu ma pot folosi de el, a spus, Târnoveanca.
bas_rnd1_294.wav| au fost fete care s-au lăsat de hambal.| Au fost fete care s-au lăsat de anbal.
bas_rnd1_295.wav| Serbia este o echipă subafranței ca organizare și valoare individuală.| Serbia este o echipă suba Franței ca organizare și valoare individuală.
bas_rnd1_296.wav| După numai un an, a câștigat prin concurs una dintre cele două burse oferite de Universitatea București studentilor basarabeni.| După numai un an, a câștigat prin concurs una dintre cele două burse oferite de Universitatea București studentilor bazarabeni.
bas_rnd1_298.wav| în vârstă de 25 ani, care conducea un autoturism înmatriculat în Republica Moldova.| în vârstă de 25 ani care conducea un autoturism matriculat în Republica Moldova.
bas_rnd1_299.wav| Zidul casei mele s-a crăpat.| Zidul casăi mele stacrapat!
bas_rnd1_300.wav| Tergiversarea rezolvării lucrărilor ar putea duce la o situație grea și nu vor mai fi bani pentru salarii.| Tergiversarea a rezolvării lucrărilor ar putea duce la o situație grea și nu vor mai fi bani pentru salarii.
bas_rnd1_301.wav| O întâlnire cuprinde o parte literar-artistică și o petrecere a gorjenilor la restaurant, a declarat directorul metrorex.| O întâlnire cuprinde o parte literar-artistică și o petrecere a gorjenilor la restaurant, a declarat directorul metroresi.
bas_rnd1_302.wav| După ce ne-au închis, am tăcut vreo câteva minute bune cât i-am auzit că sunt acolo.| După ce ne-au închis, am tăcut vreo câteva minute bune cât i-am auzit că sunt acolo.
bas_rnd1_303.wav| Tânăra își amintește că și-a petrecut mult timp și în fața meselor de călcat.| Tânăra își amintește că și-a petrecut mult timp și în fața meselor de călcat.
bas_rnd1_304.wav| Suntem pensionari, deci am dat dupa puterea declarat Mihail Ciulma din Constanta.| Suntem pensionari de ce am dat după puterea declarat Mihail Ciulma din Constanța.
bas_rnd1_305.wav| Partidul Social Democrat din Germania suferă un frângere fără precedent după război și cade la 23%.| Partidul Social Democrat din Germania suferă o înfrângere fără precedent după război și cade la 23%.
bas_rnd1_306.wav| Cei trei angajați implicați în evenimente au fost audiați și ieri.| Cei trei angajați implicați în evenimente au fost audiați și ieri.
bas_rnd1_307.wav| Judecătorii vor continua protestele până la 5 octombrie.| Judecătorii vor continua protestele până la 5 octombrie.
bas_rnd1_308.wav| în consecință pot acționa mai rapid și mai eficient.| În consecință, pot acționa mai rapid și mai eficient.
bas_rnd1_309.wav| Domenile în care activiază sunt producția construcțiile imobiliare.| Domenile în care activează sunt producția construcțiile imobiliare.
bas_rnd1_310.wav| Dacă există suspiciuni, el trebuie să anunțe imediat poliția pentru a confirma controlul în trafic.| Dacă există suspicioni, el trebuie să anunțe imediat poliția pentru a confirma controlul în traffic.
bas_rnd1_311.wav| Festivalul de Teatru Internațional este prioritatea noastră, a mai adăugat Ion Dumitrel.| Festivalul de Teatru Internațional este prioritatea noastră, a mai adăugat Ion Dumitrel.
bas_rnd1_312.wav| Personajul principal e un pictor strălucit, dar care nu găsește recunoaștere.| Personajul principal e un pictor strălurcit, dar care nu găsește recunoaștere.
bas_rnd1_313.wav| Candidații la un post municipal recurg în general la tot felul de voluntari, studenți, pensionari, militanți de cartier.| Candidații la un post municipal recurg în general la tot felul de voluntari, studenți, pensioanari, militanți de cartier.
bas_rnd1_314.wav| Am încercat vreo 7 luni și uite că am reușit glumește ea.| Am încercat vreo 7 luni și uite că am reușit glumește ea.
bas_rnd1_315.wav| Pentru a învinge steaua trebuie să fim hotărâți, agresivi în sensul bun al cuvântului și să mușcăm din adversar.| Pentru a învinge steaua trebuie să fim otărăți agresivi în sensul bun al cuvântului și să mușcăm din adversar.
bas_rnd1_316.wav| Mă bucur foarte mult pentru reușita ei și îi vom pregăti o surpriză în clasă, mai spune Doina Petrean.| Mă bucur foarte mult pentru reușita ei și îi vom pregăti o surpriză în clasă, mai spune Doina Petrean.
bas_rnd1_317.wav| Prima proteză a fost tot din sponsorizare din Spania.| Prima proteză a fost tot din sponsorizare din Spania.
bas_rnd1_318.wav| El mi-a spus odată că are o firmă de pază.| El mi-a spus odată că are o firmă de pază.
bas_rnd1_319.wav| Nu spun că susțin acest lucru, dar poate că este o alternativă care trebuie analizată, aprecizată acesta.| Nu spun că susțin acest lucru, dar poate că este o alternativă care trebuie analizată a precizată acesta.
bas_rnd1_320.wav| Bani nu vor reprezenta motivul principal pentru lipsa rezultatelor a completat Tangle.| Bani nu vor reprezenta motivul principal pentru lipsa rezultate lor a completat Anghel.
bas_rnd1_321.wav| Vecinii se tem sa mai iasa din casa din cauza romilor care i ameninta si ii iau la bataie.| Vecinii se tem sa mai iasa din casa din cauza romilor care i ameninta si ii iau la bataie.
bas_rnd1_322.wav| pentru oasele rupte în anii terrorii staliniste.| pentru oasele rupte în anii terrorii staliniste.
bas_rnd1_323.wav| În cele 3 zile nu se lucrează.| În cele 3 zile nu se lucrează.
bas_rnd1_324.wav| La eliminarea lui Mera, un galben era de ajuns.| La eliminarea lui Mera un galben era de ajuns.
bas_rnd1_325.wav| La ultimul nivel al turnurilor va exista o scara exterioara pe care turisti vor putea urca in cupola bisericii.| La ultimul nivel al turnurilor va exista o scara exterioara pe care turisti vor putea urca in cupola bisericii.
bas_rnd1_326.wav| Asta se întâmpla atunci.| Asta se-a întâmplat atunci.
bas_rnd1_327.wav| Caminul poligrafiei are camere cu 4 paturi și două băi comune pe fiecare palier.| Caminul poligrafiei are camere cu patru paturi si doua baii comune pe fiecare palier.
bas_rnd1_328.wav| a fost, în schimb, însoțită de râsete frecvente și de ropote de aplauze.| a fost, în schimb, însoțita de răsete frecvente și de ropote de aplauze.
bas_rnd1_329.wav| În urma impactului, pasagera din dreaptea BMW-ului a fost cea mai grav rănită.| În urma impactului, pasagera din dreapta BMW-ului a fost cea mai grav rănită.
bas_rnd1_330.wav| A fost nevoit să lase familia acasă, tocmai pentru că nu se descurcau cu banii.| A fost nevoit să lase familia acasă, tocmai pentru că nu se descurcau cu banii.
bas_rnd1_331.wav| Toate secțiile spitalului, în afară de blocul operator și secția nou născut, se confrună cu probleme lipse lingeriei curate.| Toate secțiile spitalului, în afară de blocul operator și secția nou născut, se confruntă cu problemea lipsele injeriei curate.
bas_rnd1_332.wav| Am venit ca să mă uit, nu să cumpăr.| Am venit ca să mă uit, nu să cumpăr.
bas_rnd1_333.wav| Există o nouă lege educație și o nouă grilă de salarizare pentru profesori.| Există o nouă lege educației și o nouă grilă de salarizare pentru profesori.
bas_rnd1_334.wav| Nu oricine ajunge să dubleze vocile actorilor într-un film.| Nu oricine ajunge să dobleze vocile actorilor într-un film.
bas_rnd1_335.wav| Cât durează până câștigă, nu poate spune.| Cât durează până câștigă, nu poate spune.
bas_rnd1_336.wav| În România, activează peste 4000 de societăți cipriote, inclusiv două bunci comerciale.| În România activiază peste 4000 de societăți cipriote, inclusiv două bunci comerciale.
bas_rnd1_337.wav| Potrivit agerpres, șase soldații afgani au fost vătămate.| Potrivit agerpres, șase soldații afgani au fost vătămate.
bas_rnd1_338.wav| Era o fată bună.| Era o fată bună.
bas_rnd1_339.wav| Îmi mai cumpăram reviste de specialitate, își aduce aminte tânărul la rădean.| Îmi mai cumpăram reviste de specialitate își aduce aminte tânărul Arădean.
bas_rnd1_340.wav| Pentru acest succes, handballistele noastre au fost premiate cu 25.000 de euro.| Pentru acest succes, handballistele noastre au fost premiate cu 25.000 de euro.
bas_rnd1_341.wav| Erika are 23 de ani și este secretară.| Erika are 23 de ani și este secretară.
bas_rnd1_342.wav| Baschet, după care a făcut Bezele publicului ca un star de cinema.| după care a făcut BZL publicului ca un star de cinemă.
bas_rnd1_343.wav| fără jeturi de apă și spumă din abundență.| fără jeturi de apă și spumă din abundență.
bas_rnd1_344.wav| Spotrivit apelului sosit prin 112, o persoana a ramas incarcerata.| Potrivit apelului sosit prin 112, o persoana a ramas incarcerata.
bas_rnd1_345.wav| Tot respectul pentru el e un om de echipă.| Tot respectul pentru el e un om de echipă.
bas_rnd1_346.wav| Nu mi-am mai luat viză pentru că am auzit de la radio că nu ar mai trebui.| Nu mi-am mai luat viză pentru că am auzit de la radio că nu ar mai trebui.
bas_rnd1_347.wav| Am tras numeroase semnale de alarmă, dar nimeni nu vrea să audă.| Am tras numeroase semnale de alarmă, dar nimeni nu vrea să audă.
bas_rnd1_348.wav| El a fost apreciat ca jucător și vrem să rămână, a mai spus Cornel Schweitzer.| El a fost apreciat ca jucător și vrem să rămână, a mai spus Cornel Schweitzer.
bas_rnd1_349.wav| Nu mai sunt bani.| Nu mai sunt bani.
bas_rnd1_350.wav| În tot procesul de elaborare a codului am fost complet ignorat.| În tot procesul de elaborare a codului am fost complet ignorat.
bas_rnd1_351.wav| Nu mi-e explic ce s-a intamplat.| Nu mi-e explic ce s-a întâmplat.
bas_rnd1_352.wav| Fiața asigurărilor de apartamente din municipiul Bacău face față cu brio-crize economice.| Fiața asigurărilor de apartamente din municipiul Bacău face față cu brio crize economice.
bas_rnd1_353.wav| Anunțul a fost făcut la sfârșitul săptămânii trecute. MEA PN, precisând că a organizat o licitație deschisă.| Anunțul a fost făcut la sfârjitul săptămânii trecute, mea pe neprecisând că a organizat o licitație deschisă.
bas_rnd1_354.wav| Îmi place și să studiez.| Îmi place și să studiez.
bas_rnd1_355.wav| De când a început școala, au început să vină tot mai mulți elevi la cafenea.| De când a început școala, au început să vină tot mai mulți elevi la cafenea.
bas_rnd1_356.wav| Bujanovaci și Presevo sunt două comune cu populație majoritară albaneză.| Bujanovaci și Presevo sunt două comune cu populație majoritară albaneză.
bas_rnd1_357.wav| Copiii nu au al ei sa se dea cu bicicleta, iar comerciul ambulant intregeste imaginea dezolanta a unei maretii pierdute.| Copiii nu au alei să se dea cu bicicleta, iar comerțul ambulant întregește imaginea dezolantă a unei măreții pierdute.
bas_rnd1_358.wav| In ultima vreme nu prea am mai vorbit cu el pentru ca a avut probleme.| In ultima vreme nu prea am mai vorbit cu el pentru ca a avut probleme.
bas_rnd1_359.wav| Toate marile orașe acordă gratuitate elevilor.| Toate marile orașe acordă gratuitate elevilor.
bas_rnd1_360.wav| Sunt mulțumit, nu mai descor, în rest este cel mai slab mește când sunt la iași.| Sunt mulțumit, nu mai descor, în rest este cel mai slab meș de când sunt la ea.
bas_rnd1_361.wav| Rezultatele au fost neconcludente, dar au indicat că pilotul suferă de o tensiune scăzută și o lipsă de sodiu.| Rezultatele au fost neconcludente, dar au indicat că pilotul suferă de o tensiune scăzută și o lipsă de sodiu.
bas_rnd1_362.wav| Oamenii au sărit cu gălețile ca să recupereze din motorină speriați, localnice au sunat la 112.| Oamenii au sărit cu gălețile ca să recupereze din motorină speriați, localnicii au sunat la 112.
bas_rnd1_363.wav| din nou la jumătate a lunii octombrie pentru a discuta situația secției de petrochimie.| din nou la jumătate al unii octombrie pentru a discuta situația secției de petrochimie.
bas_rnd1_364.wav| Consiliul județean Timi și Consiliul local Timișoara s-au aliat pentru atragerea banilor europei necesare în ovării centrului orașului.| Consiliul județei Antimii și Consiliul local Timișoara s-au aliat pentru atragerea baniilor europeni necesari renovării centrului orașului.
bas_rnd1_365.wav| Compania nu a precizat când va fi pus pre vânzarea acest sistem.| Compania nu a precizat când va fi pus spre vânzarea acesti sistem.
bas_rnd1_366.wav| Acolo locuiesc 10 milioane de oameni.| Acolo locuiesc 10 milioane de oameni.
bas_rnd1_367.wav| Polițiiștii l-au prins după ce au găsit numărul lui de telefon în agenda îndrăgitei Cântărețe.| Polițiștii l-au prins după ce au găsit numărul lui de telefon în agenda îndrăgitei cântărețe.
bas_rnd1_368.wav| Rapportat la tehnica procesului tehnologic, proiectul de amploare a fost foarte greu dedus la bun sfârșit.| Rapportat la tehnică a procesului tehnologic, proiectul de amploare a fost foarte greu dedus la bun sfârșit.
bas_rnd1_369.wav| Să vedem ce poate cu un lot super valoros.| Să vedem ce poate cu un lot super valoros.
bas_rnd1_370.wav| În repriza a doua, Timișorenii s-au deslăntuit și au mai inscris de 5 ori.| În repriza a doua, Timișoarenii s-au dezvăntuit și au mai inscris de cinci ori.
bas_rnd1_371.wav| Am mai strâns bani pentru oameni care erau la ananghie, în general pentru bolnav, mărturiseste el.| Am mai strâns bani pentru oameni care erau la ananghie, în general pentru bolnav, mărturisește el.
bas_rnd1_372.wav| magistrații Curții de Apel Craiova își vor relua activitatea începând de astăzi.| Magistrații Curții de Apel Craiova își vor relua activitatea începând de astăzi.
bas_rnd1_373.wav| N-are rost să-l chinui.| N-are rost să-l chinui.
bas_rnd1_374.wav| În ultimele două luni, jucătorii de la polii au petrecut doar câteva zile la timișoara.| În ultimele două luni, jucători de la polii au petrecut doar câteva zile la timișoara.
bas_rnd1_375.wav| Acolo, la o expoziție de artă modernă, era prezentat prototipul unei lucrări a maestrului Angelo Rovenț, a fostul meu student.| Acolo, la o expoziție de artă modernă, era prezentat prototipul unei lucrări a maestrului Angelo Rovenza, fostul meu student.
bas_rnd1_376.wav| La competiție se pot înscrie persoane cu vârstă cuprinsă între 18 și 80 de ani.| La competiție se pot înscrie persoane cu vârstă cuprinsă între 18 și 80 de ani.
bas_rnd1_377.wav| Au urmat sute de credinciosi, unii avand lumânărea prinse în mână.| Au urmat sute de credinciosi, unii avand lumânări aprinse în mână.
bas_rnd1_378.wav| atmosfera va fi teribilă, ceea ce e foarte bine, asta întărește jucătorii noștri.| atmosfera va fi teribilă, ceea ce e foarte bine, asta întarește jucătorii noștri.
bas_rnd1_379.wav| Și asta nu e tot.| Și asta nu e tot!
bas_rnd1_380.wav| Masterplanul va fi supus mâinea aprobării consiliului local.| Masterplanul va fi supus mai neaprobarii Consilului local.
bas_rnd1_381.wav| De asemenea, îmi plac mult arta și muzica. Aici sunt destul de eclectică.| De asemenea, îmi plac mult arta și muzica. Aici sunt destul de eclectică.
bas_rnd1_382.wav| din nou sunt disfuncționalități| din nou sunt disfuncționalități.
bas_rnd1_383.wav| Planetariul Baia Mare vă propune și o variantă virtuală a acestui proiect cultural.| Planetariul Baia Mare vă propune și o variantă virtuală a acestui proiect cultural.
bas_rnd1_384.wav| Am auzit un zgomot foarte puternic si mult praf moment in care am vrut sa trag semnalul de alarma.| Am auzit un zgomot foarte puternic și mult praf, moment în care am vrut să trag semnalul de alarmă.
bas_rnd1_385.wav| Șoferul mașinii și săția acestui au fost transportați de urgență la Spitalul Județean de Urgență Alba.| soferul mașinii și soția acestui au fost transportați de urgență la Spitalul Județean de Urgență Alba.
bas_rnd1_386.wav| se obtine de pe stratul frunzelor de pădure.| Te obține de pe stratul frunzelor de pădure.
bas_rnd1_387.wav|" Atâta timp cât sunt în concediu medical nu pot fi concediați"", a spus Ion Popa, președintele sindicatului liber."|" Atâta timp cât sunt în concediu medical nu pot fi concediați"", a spus Ion Popa, președintele sindicatului liber."
bas_rnd1_388.wav| Rețeta e similară, numai că în aluat a pus și iaurt și le-a dat altă formă.| Rețeta e similară, numai că în aluat a pus și iaurt și le-a dat altă formă.
bas_rnd1_389.wav| De asemenea, covei a fost ierta de magistrați și în alte rânduri.| De asemenea, Covei a fost iertat de magistrati și în alte rânduri.
bas_rnd1_390.wav| Noi am lipit pe uși afișe cu metodologia cazărilor ca să nu mai existe neclarității, a completat iordache.| Noi am lipit pe uși afișe cu metodologia cazărilor ca să nu mai existe neclarității a completat iordache.
bas_rnd1_391.wav| Învățământul e la Pământ.| Învățământul e la Pământ.
bas_rnd1_392.wav| își dorește să viziteze Spania și Dubai.| își dorește să viziteze Spania și Dubai.
bas_rnd1_393.wav| Dani Comand și Zapata au fost cei mai buni jucători de pe teren cu parade senzaționale.| Dani Coman și Zapata au fost cei mai buni jucători de pe teren cu parade senzaționale.
bas_rnd1_394.wav| De asemenea s-a analizat modul de funcționare al administrației publice, locale și județene și absorpția fondurilor europene.| De asemenea s-a analizat modul de funcționare al administrației publice, locale și județene și absorpția fondurilor europene.
bas_rnd1_395.wav| Toți cei care se vor implica în această campanie participă la o tombolă cu premii.| Toți cei care se vor implica în această campanie participă la o tombolă cu premii.
bas_rnd1_396.wav| Mâine, dacă aș primi o ofertă de a lucra în străinătate, aș accepta-o.| Mâine, dacă aș primi o ofertă de a lucra în străinătate, aș acceptau.
bas_rnd1_397.wav| Și în 2010, bugetul prognozat pentru sănătate va fi de 3% din PIB.| Și în 2010, bugetul prognozat pentru sănătate va fi de 3% din PIB.
bas_rnd1_398.wav| Când o să tragem linie, la final, nu cred că vom scoate mare lucru.| Când o să tragem linie la final, nu cred că vom scoate mare lucru.
bas_rnd1_399.wav| Principalul factor care te ajută să supraviețuiești este credința fermă în câteva valori.| principalul factor care te ajută să supraviețuești este credința fermă în câteva valori.
bas_rnd1_400.wav| La fel au pățit și părinții Marie Lungu care este și acum în spital.| La fel au pățiți și părinții Marie Lungu, care este și acum în spital.
bas_rnd1_401.wav| a învățat singură să citească, însușindu-și cunoștințe elementare de matematică de la tatăl ei un american înstărit.| a învățat singură să citească, însușindu-și cunoștințea elementară de matematică de la tatăl ei un american în stărit.
bas_rnd1_402.wav| Nu pot concepe o viata trăită cu indiferență.| Nu pot concepi o viata traita cu indiferenta.
bas_rnd1_403.wav| a trebuit să facă publicitate pentru a se afla că sunt acolo și pot să oferă un spectacol frumos.| a trebuit să facă publicitate pentru a se arat că sunt acolo și pot să ofere un spectacol frumos.
bas_rnd1_404.wav| Nu s-a stabilit încă dacă nouul proiect va fi denumit la fel.| Nu s-a stabilit dacă nouul proiect va fi denumit la fel.
bas_rnd1_405.wav| Jiu va primi pe teren propriu vizita celor de la oțelul Galatia.| Jiu. Var primi pe teren propriu vizita celor de la oțelul Galati.
bas_rnd1_406.wav| deoarece la categoria lui de vârstă nu mai are concurență, Alecu se pregătește acum pentru festivalurile internaționale.| Deoarece la categoria lui de vârstă nu mai are concurență, Alecu se pregătește acum pentru festivalurile internaționale.
bas_rnd1_407.wav| Apreciez aceasta acțiune și sper ca numărul câinilor comunitar să se reducă, a spus Gherghița Gdina.| Apreciez această acțiune și sper ca numărul căinilor comunitari să se reducă, a spus Gherghița Dina.
bas_rnd1_408.wav| Ei deja nici nu mai ascund asemenea acțiuni.| Ei deja nici nu mai ascund asemenea acțiuni.
bas_rnd1_409.wav| Nu mă interesează, nu cred într-un guvern politic.| Nu mă interesează, nu cred într-un guvern politic.
bas_rnd1_410.wav| Consolidarea terasamentului de aici a fost impusa ca urmare a inundatilor din 1999.| Consolidarea terasamentului de aici a fost impusă ca urmare a inundaților din 1999.
bas_rnd1_411.wav| Aveam nevoie de libertate, libertatea pentru care m-am luptat, dar pe care nu o aveam in armata.| Aveam nevoie de libertate, libertatea pentru care m-am luptat, dar pe care nu o aveam in armata.
bas_rnd1_412.wav| Nu am muncit pentru bani chiar deloc, pentru ca aveam ce-mi trebuia.| Nu am muncit pentru bani chiar deloc, pentru ca aveam ce-mi trebuia.
bas_rnd1_413.wav| am împărtăjit din informațiile primite în cadrul proiectului.| am împărtăjit din informațiile primite în cadrul proiectului.
bas_rnd1_414.wav| va avea loc un seminar dedicat a eficienței energetice din sectorul privat.| Va avea loc un seminar dedicat a eficienței energetice din sectorul privat.
bas_rnd1_415.wav| în vârstă de 46 de ani.| în vârstă de 46 de ani.
bas_rnd1_416.wav| România tinde să devină atracția numărul 1 pentru amatorii de joafuri.| România tinde să devine atracția numărul 1 pentru amatoiii deja furi.
bas_rnd1_417.wav| La eveniment participă câte 25 de operatori de turism din România și Ucraina.| La eveniment participă câte 25 de operatori de turism din România și Ucraina.
bas_rnd1_418.wav| Ei nu pot face clandestina aceasta activitate, ne-a declarat şeful administraţiei pieţelor agroalimentari regalat.| Ei nu pot face clandestina aceasta activitate, ne-a declarat şeful administraţiei pieţelor agroalimentare Galact.
bas_rnd1_419.wav| Toți elevii de la Lombardo radice vorbesc fluent limba italiană.| Toți elevii de la Lombardo radice vorbesc fluent limba italiană.
bas_rnd1_420.wav| Neamțul s-a întâlnit ieri cu Copos și sunține că a ajuns la un acord în privință a preluării rapidului.| Neamțul s-a întâlnit ieri cu Copos și susține că a ajuns la un acord în privința preluării rapidului.
bas_rnd1_421.wav| Când a ajuns la ureche, Suveranul a încercat să-l alunge cu o lovitură, însă nu a reușit.| Când a ajuns la ureche, Suveranul a încercat să-l alunge colovitură, însă nu a reușit.
bas_rnd1_422.wav| Până atunci, nu am mai practicat niciun sport.| Până atunci, nu am mai practicat niciun sport.
bas_rnd1_423.wav| La realizarea oricărui site este folosit bineînțeles un program.| La realizarea oricărui site este folosit bineînțeles un program.
bas_rnd1_424.wav| În general, iau lunari cam 200 de lei.| În general iau lunar cam 200 de lei.
bas_rnd1_425.wav| 23 septembrie 1954, Inel de Criști.| 23 septembrie 1954, Inel de Cristi
bas_rnd1_426.wav| vor fi create cel puțin 5000 de locuri de muncă.| vor fi create cel puțin 5000 de locuri de muncă.
bas_rnd1_427.wav| În caz contrar firește, vom trebui să reducem numărul comisarilor.| În caz contrar firește, vom trebuie să reducem numărul comisarilor.
bas_rnd1_428.wav| Federer nu s-a regăsit, a dus Dorul, noi prim serviciu solid și astfel Argentinianul a făcut 5 la 2.| Federer nu s-a regasit, a dus Dorulul, noi primi serviciu solid și astfel Argentinianul a făcut 5 la 2.
bas_rnd1_429.wav| Trupa lui Petre Grigoras a ajuns, paima oltenilor.| Trup al lui Petre Grigoraș a ajuns pe-ai maoltenilor.
bas_rnd1_430.wav| Victima este de naționalitate maghiară, de specializare lăcătuși mecanice.| Victima este de naționalitate maghiară de specializare la cătuși mecanici.
bas_rnd1_431.wav| Prefectul Loredana Alexandru a fost premiată de Comisia Internațională pentru protecția fluviului Dunărea.| Prefectul Loredana Alexandru a fost premiată de Comisia Internațională pentru protecția fluviului Dunărea.
bas_rnd1_432.wav| Așa cum am spus, îmbinutelul cu plăcutul.| Așa cum am spus, în minutelul cu plăcutul.
bas_rnd1_433.wav| Păcatul său este că nu le inspiră teamă celorlalți fotbaliști, lucru care se reflectă și pe teren.| Păcatul său este că nu le inspiră teamă celorlalți fotbaliști, lucru care se reflectă și pe teren.
bas_rnd1_434.wav| Vom discuta în Consiliul de Administrație pentru a vedea cum putem să o ajutăm, a declarat ieri Angel Petrescu.| Vom discuta în consiliul de administrație pentru a vedea cum putem să o ajutăm, a declarat ieri Angel Petrescu.
bas_rnd1_435.wav| Au participat patru firme pentru lapte și nouă pentru corn.| Au participat patru firme pentru lapte și nouă pentru corn.
bas_rnd1_436.wav| Am acasă un cuptor în care bag produsele după ce le pictez.| Am acasă un cuptor în care bag produsele după ce le pictez.
bas_rnd1_437.wav| Împreună cu el am elaborat trei culegere ale tinerilor poeți, membri ai genaclu lui Semenicul.| Împreună cu el am elaborat trei culegere ale tinerilor poeți, membri ai cenaclu lui Semenicul.
bas_rnd1_438.wav| Așa începe fiecare antrenament pe care sportivii slătineni îl desfășoară zielnic pe tatamii din sala de antrenamente.| Așa începe fiecare antrenament pe care sportii slătineni îl desfășoară zilnic pe tatamii din sala de antrenamente.
bas_rnd1_439.wav| În cazul neconfirmării la timp a locului obținut, locurile neocupate vor fi redistribuite.| În cazul neconfirmării la timp a locului obținut, locurile neocupate vor fi redistribuite.
bas_rnd1_440.wav| nu-mi plac oamenii rai care-i dușmănesc pe ceilalți.| Nu-mi plac oamenii rai care îi dejmanesc pe ceilalți.
bas_rnd1_441.wav| Creștinismul are legătură directă cu stilul de viață. Nu poți să trăiești împotriva felul în care ești proiectat.| Crestinismul are legatură directă cu stilul de viață, nu poți să trăiești împotriva felului în care ești proiectat.
bas_rnd1_442.wav| Tinerii cu aceste deprinderi vin la scoala.| Tinerii cu aceste deprinder vin la școală.
bas_rnd1_443.wav| Eu cred cu toata convingerea ca este cantecul care ma defineste.| Eu cred cu toata convingerea ca este cantecul care ma defineste.
bas_rnd1_444.wav| Prima ocazie de gole apartine iesenilor.| Prima ocazie de golea appartine iesenilor.
bas_rnd1_445.wav| Toate amenajările sunt în conformitate cu normele inspectoratului de stat în construcție.| Toate amenajările sunt în conformitate cu normele inspectoratului de stat în construcții.
bas_rnd1_446.wav| Am visat de multe ani sa ajung acolo.| Am visat de multe ani sa ajung acolo.
bas_rnd1_447.wav| Prima ar fi ca in vistieria goala a intrat a doua transe a imprumutului de la femei.| Prima ar fi ca in vistierii a goala a intrat a doua transe a imprumutului de la femei.
bas_rnd1_448.wav| Termenul pentru depunerea lucrărilor este 10 octombrie la Galeria Photo Art din Piața 1 Decembrie.| Termenul pentru depunerea lucrărilor este 10 octombrie la galeria PhotoArt din piața 1 Decembrie.
bas_rnd1_449.wav| Este fiul unor imigrani germani veniti în Statele Unite ale Americii înainte de cel de-al doilea război mondial.| Este fiul unor imigrani-germani veniti în Statele Unite ale Americii înainte de cel de-al doilea război mondial.
bas_rnd1_450.wav| Există o suspiciune de epizodie.| Există o suspiciune de epizodie.
bas_rnd1_451.wav| Intervenția a durat aproximativ ori| Intervenția a durat aproximativ o oră.
bas_rnd1_452.wav| La cursul meu nu prea lipsesc elevii.| La cursul meu n-o prealipsesc elevi.
bas_rnd1_453.wav| Soluții au găsit-o în Franța la o firmă care folosește metoda ecologică de a curăța mașinile de patru ani.| Soluții au găsit-o în Franța la o firmă care folosește metoda ecologică de a curăța mașinile de patru ani.
bas_rnd1_454.wav| Tiu doar că au un lot mulți portughezi.| Tiu doar că au în lot mulți portughezi.
bas_rnd1_455.wav| Moldovenii par să nu aibă probleme nici în întrecerea internă.| Moldovenii par sa nu aiba probleme nici in intrecerea interna.
bas_rnd1_456.wav| 3 dintre bărbații au fost priji, dar cel de-al patrulea, un urmărit local a reușit să scape.| Trei dintre bărbați au fost priși, dar cel de-al patrulea, unul mării local, a reușit să scape.
bas_rnd1_457.wav| Scenariul blocajului rămâne actual la conducerea țării sau există o continuitate a politicii.| Scenariului milocajului rămâne actual la conducerea țării sau există o continuitate a politicii.
bas_rnd1_458.wav| Am salvat 60.000 de locuri de muncă, în mod direct ci indirect.| Am salvat 60.000 de locuri de muncă, în mod direct și indirect.
bas_rnd1_459.wav| Credinciosi, bărbații într-o parte și femeile în cealaltă s-au rugat în fața afațadei de vest a capitolului.| Bărbații într-o parte și femeile într-o cealaltă s-au rugat în fața fațadei de vest a capitolului.
bas_rnd1_460.wav| O luna este enorm, sunt ca terminați, spune micul muzician.| O luna este enorm, sunt ca terminati, spune micul muzician.
bas_rnd1_461.wav| detest foarte mult la oameni lipsa de respect si de caracter a unora.| detest foarte mult la oameni lipsa de respect și de caracter a unora.
bas_rnd1_462.wav| Acum a ajuns înimposibilitatea de a le mai achita.| Acum a ajuns în imposibilitatea de a le mai achita.
bas_rnd1_463.wav| Cu cât sunt mai mici și mai multe, cu atât băutura este mai rafinată.| Cu cât sunt mai mici și mai multe, cu atât băutura este mai rafinată.
