Audio File|Original Transcription|Synthesized Transcription
sgs_rnd1_169.wav| În urmă accidentului, tânărul a suferit leziuni multiple care au dus la mortea sa.| În urma accidentului, tinerul a soferit leziuni multiple care au dus la mortea sa.
sgs_rnd1_170.wav| am învățat să ne înțelegem și observ că facem progrese de la un spectacol la altul.| Am învățat să ne înțelegem și observ că facem progrese de la un spectacol la altul.
sgs_rnd1_171.wav| Bergod i-a făcut un gest urât, sfidător la adresa mea.| Bergodia a făcut un gest urât, spidător la adresa mea.
sgs_rnd1_172.wav| Cu cel mai bun scurt din istorie, liberarii revin la guvernare după 11 ani de opozită.| Ceea mai bun scord din istorie, liberari revin la guvernare după un sprezecean de oposite
sgs_rnd1_173.wav| în aceste condiții florii.| Chiar în aceste condiții înflori.
sgs_rnd1_174.wav| cred că va fi imposibil ca acel scenariu să se mai repete și joi.| Cred că va fi imposibil ca acel scenar o să se merepede și joi.
sgs_rnd1_175.wav| De această dată au participat în jur de 50 de aniversari.| De această dată au participat în jur de 50 de ani în versat.
sgs_rnd1_176.wav| Acestea vor fi prezentate de Vasile Spiridon, Aurelia Goci, Radu Voinescu și Viorel Mortu.| Acestea vor fi prezentate de Vasile Spiridon, Aurelia Goci, Radu Voinescu și Viorel Mortu.
sgs_rnd1_177.wav| incomplet și imperfect, manuscrisul greu, descifrabil, avea doar 144 de pagini.| Incomplet și imperfect, manuscrisul greu descifrabil avea 244 de pagini.
sgs_rnd1_178.wav| Nu vreau să comentez nimic, a spus nervasă profesoarea de engleză.| Nu vreau să comentez nimic, a spus nervasă profesora de engleză.
sgs_rnd1_179.wav| Sala a fost găsită în zona arheologică Domus Aure.| Sala a fost găsită în zona arheologică Domus Aure.
sgs_rnd1_180.wav| Polițiiștii au luat probea seară de la locul incidentului.| Polițiștii au luat proabea seară de la locul incidentului.
sgs_rnd1_181.wav| Constantin Rădulescu, cu începere de la ora 20.| Constantin Rădulescu, cu începere de la ora 20.
sgs_rnd1_182.wav| Bucuria lor este atunci când păpăgalul începe să vorbească, ne-a spus Alina Turcu, proprietar de magazin.| Bucuria lor este atunci cand papagalul incepe sa vorbeasca, ne-a spus Alina Turcu, proprietar de magazin.
sgs_rnd1_183.wav| Borță s-a comportat mereu bine în vestiar.| Borță s-a comportat mereu bine în vestiar.
sgs_rnd1_184.wav| Uniunea s-a angajat ulterior să suplementeze finanțarea cu încă 50 de miliarde de euro.| Uniunea s-a încașat ulterior să suplementează finanțarea cu încă 50 de miliarde de euro.
sgs_rnd1_185.wav| În doi timp și trei mișcări au dărămat gardul.| Doi timp și trei mișcări au dărămat gardul.
sgs_rnd1_186.wav| Domnul Bergodii era bine venit la meci, chiar dacă domnul lui nu mai face parte din staff.| Domnul Bergodii era binevenit la meci, chiar dacă dumnele lui nu mai face parte din staf.
sgs_rnd1_187.wav| Eu cream muzica formației, făceam practic partea instrumentală.| Eu, care am muzica formatiei, făceam practic partea instrumental.
sgs_rnd1_188.wav| Ideea a venit după ce a susținut un concert la penitenciarul Rahova.| Ideea a venit după ce a susținut un concert la penitenciarul Racova.
sgs_rnd1_189.wav| nici pentru posturile de mecanica auto nu prea au fost solicitante| nici pentru posturile de mecanica auto nu prea au fost solicitanti.
sgs_rnd1_190.wav| Ancheta a început în ianuarie, s-a finalizat în iulie, a spus procurorul Mihaila Pop.| Ancheta a început în ianuare, s-a finalizat în iulie, a spus procurorul Mihaila Popov.
sgs_rnd1_191.wav| În replică, membrii trupei au negat că satrianii ar fi scris vreo melodie care să-i fi influențată.| În replică, membrii trupei au negat că Santriani ar fi scris vreo melodie care să-i fi influențat.
sgs_rnd1_192.wav| și se întorsese de două zile din Franța.| se întorsese de dozile din Franța.
sgs_rnd1_193.wav| În schimb, agenții economici au achitat acest impozit doar în proporție de 39%.| În schimb, agenții economici au achitat acest impozit doar în proporție de 39%.
sgs_rnd1_194.wav| Testarea este optima in a patra zi de viata.| testarea este optima in a patra zi de viata.
sgs_rnd1_195.wav| însă evoluția economică negativă impune măsuri suplimentare de reducere a cheltuielilor.| însă evoluția economică negativă impune măsuri suplimentare de reducere a cheltuielilor.
sgs_rnd1_196.wav| S-au înregistrat însă și două excepții, ea și Constanța.| S-au înregistrat însă și două excepții, ea și Constanța.
sgs_rnd1_197.wav| Pilat promete reglementarea limbii române.| filat promit reglementare a Limbii Române.
sgs_rnd1_198.wav| văd în ei un sentiment de siguranță, ei cred că li se covine totul și știu totul.| Văd în ei un sentiment de siguranță, ei cred că lei să covene totul și știu totul.
sgs_rnd1_199.wav| Din cauza acestui contentios, cele două țări nu au semnat niciodată un tratat de pace, amintește ager presență.| Din cauza acestui contencios, cele două țări nu au sănat niciodată un tratat de pace, amintește Agirpress.
sgs_rnd1_200.wav| La simplu, România a avut cinci reprezentați pe tabloul principal.| La simplu, România a avut cinci reprezentați pe tabloul principal.
sgs_rnd1_201.wav| De trei ani, Art Curial vin de la legitație anual o piesă istorică ce aparține unei celebrități în scopuri caritabile.| De trei ani, Art Curial vin de la licitație anual o piesă istorică cea aparține unei celebrități în scopuri caritabile.
sgs_rnd1_202.wav| problemele din aceste domeni mă delectează.| problemele din aceste domeni mă delectează.
sgs_rnd1_203.wav| dar eu am continuat, desi era destul de ciudata pentru ei alegerea mea.| Deci eu am continuat, deși era destul de ciudată pentru ei alegerea mea.
sgs_rnd1_204.wav| Părinții minorului vor ca bărbatul să fie pedepsit.| Mărinții minorului vor ca barbatul să fie pedețit.
sgs_rnd1_205.wav| Îngerg să respect tradițiile în care am fost crescut.| Încerc să respect tradițiile în care am fost crescut.
sgs_rnd1_206.wav| În localitatea Doljană, Sadova, mai sunt aproape 100 de dogari.| În localitatea Doljană s-a adăvat mai sunt aproape 100 de dogari.
sgs_rnd1_207.wav| Cultura germană, posbelică, pacifistă a primit o lovitură puternică.| cultura germană posbelică pacifista a primit o lovitură puternică.
sgs_rnd1_208.wav| Chiar e rămască-i s-o prăiată în adinang.| Iar iar mă scris operea tănă din Anglie.
sgs_rnd1_209.wav| Sătmăreanul roman Mureșan a lansat astăzi un produs naturist pe bază de extracte de plante.| Sfânt Marianul Roman Mureșan a lansat astăzi un produs naturist pe bază de extracte de plante.
sgs_rnd1_210.wav| Din păcate, în acești ani, statul a devenit tot mai slab.| Din păcate, în acești ani, statul a devenit tot mai slab.
sgs_rnd1_211.wav| șoferul tirului a scăpat fără nici o leziune.| şoferul tiiilului a scăpat fără nicio leziune.
sgs_rnd1_212.wav| fără cameraman și pază de corp.| Vara cameramanii și pază de corp.
sgs_rnd1_213.wav| am simtsit cum trenul a sarit de pe sine si s-a rasturnat.| Am simtsit cum trenul a sarit de pe sine si s-a rasturnat.
sgs_rnd1_214.wav| a fost impresionat și atras de lucrările lui Darwin, de istorie, cultură și psihologie.| nu a fost impresionat și atras de lucrările lui Darwin, de istorie, cultură și psihologie.
sgs_rnd1_215.wav| În cadrul proiectului, Liceul Silvic va pune la dispoziție a cercetătorilor terenul din curtea școli.| În cadrul proiectului, Liceul Silvică pune la dispoziția cercetătorilor terenul din curtea școlii.
sgs_rnd1_216.wav| În schimb, oamenii de afaceri, mai ales cei din Moscova, au investit în construcția de hoteluri și cazinouri.| În schimb, oamenii de afaceri, mai ales cei din Moscova, au investit în construcția de hoteluri și cazinouri.
sgs_rnd1_217.wav| Vom face tot posibilul să existe mai multă înțelegere, cooperare și încredere reciprocă, adăugat el.| Vom face tot posibilul să existe mai multă înțelegere, cooperare și încredere reciprocă, adăugat el.
sgs_rnd1_218.wav| apreciează punctualitate.| apreciează punctualitate.
sgs_rnd1_219.wav| La vernisaj vor lua cuvântul criticul de artă Pavel Sușară și Horia Roman Patapievici, președintele ICR.| La bernisaj vor lua cuvântul criticul de Artă, Pavel Sușară și Horia Roman Patapievici, președintele ICR.
sgs_rnd1_220.wav| Pentru că vorbim de mii de studenți, operațiunea va dura aproximativ două săptămâni.| Pentru că vorbim de mii de studenți, operațiunea va dura aproximativ 2 săptămâni.
sgs_rnd1_221.wav| La fiecare zgomot tre sa ream, de caturi ori auzeam si sirene m-ascundeau.| La fiecare zgomot, trăsăream de cât eu rauzeam și sirenea m-ascundea.
sgs_rnd1_222.wav| Există și clienti fidel pentru atelierele din Târgoviște care preferă să repare decât să cumpere ceva nou.| Există și clienti fidel pentru ateliere din Tîlgoviște care preferă să repare decât să cumpere ceva nou.
sgs_rnd1_223.wav| Familia este hotărâtă să ceară despăgubiri de la Carmen Bejan și Sergiu Florea.| Familia este hotelută să ceară despăgubire de la Carmen Bejan și Sergiu Florea.
sgs_rnd1_224.wav| Hai, vino, ca altfel nu se poate.| Hai, vin-o, ca altfel nu se poate.
sgs_rnd1_225.wav| pentru ca tratatul sa intre in vigoare mai trebuie ratificat in inca noua state.| pentru ca tratatul sa intre in vigoare mai trebuie ratificat in inca noua state.
sgs_rnd1_226.wav| Acum, dupa un an de tratamenti si operatii, doar cateva pete mai amintesc de teribila boala.| Acum, după un an de tratamenti și operații, doar câteva pietre mai amintesc de teribilă bolă.
sgs_rnd1_227.wav| Gar a plecat de la picnic pentru ca a fost sunat sa ajung acasa.| A plecat de la picnic pentru că a fost sonat să ajung acasă.
sgs_rnd1_228.wav| O simțim și noi din greu.| o simțim și n-ai din greu.
sgs_rnd1_230.wav| Un alt șofer de pistat la volan după ce a băut este Straian Stejerel.| Un alt șofer de pistat la volant după ce a băut este Traian Stejarel.
sgs_rnd1_231.wav| este o fire optimistă, dar care nu suportă să fie în centrul atenții.| este o fire optimistă, dar care nu suportă să fie în centrul atenției.
sgs_rnd1_232.wav| de 10 ani exportăm în Cehia.| de 10 ani exportam în Cehia.
sgs_rnd1_233.wav| am decizi deja sa pun un pret pe capul lui.| Am decizit deja sa pun un pret pe capul lui.
sgs_rnd1_234.wav| Polițiștii atrag atenția cetățenilor să nu le mai dea bani milogilor.| Polițiștii atragă atenția cetățenilor să nu le mai dea bani milogilor.
sgs_rnd1_235.wav| Până de curând nu au fost probleme deosebite în salon.| Până de curând nu au fost probleme deosebite în Salon.
sgs_rnd1_236.wav| specialiștii din domeniul le vor oferi și staffuri pentru o alegera corectă.| Specialistii din domeniule vor oferi și stafuri pentru alegerea corectă.
sgs_rnd1_237.wav| Matchul se va zuca în memoria lui Marian Cosma, ucis în luna februarie acestui an, la veșpre.| Meciul se va juca în memoria lui Marian Cosma, ucis în 1 februare acestui an, la veșprem.
sgs_rnd1_238.wav| Lambo a alergat spre mine.| Lambo a alergat spre mine.
sgs_rnd1_239.wav| Toţi au fost trimis şi ele acasă de către profesorul Dumitru Ciubotă, directorul liceului.| Toţi au fost trimis şi ele acasă de către profesorul Dumitru Ciubotă, directorul liceului.
sgs_rnd1_240.wav| Dumitru Petrescu, Sona Cam.| Dumitru Petrescu, SONAT CAMP
sgs_rnd1_241.wav| Asta dorim să observe toți cei care au prejudecăți în privința internetului.| Asta dorim să observă toți cei care au prăjudecăți în privința internetului.
sgs_rnd1_242.wav| credeți că există vreo diferență între meseriașii de acum și cei de altă dată.| credeți că există vreo diferență între meseriașii de acum și cei de altă dată.
sgs_rnd1_243.wav| a pornit de la a face cate un costum pe luna si al inchiria.| a pornit de la a face câte un costum pe luna și a alenchiria.
sgs_rnd1_244.wav| costa aproximativ o mie de euro.| costa aproximativ o mie de euro.
sgs_rnd1_245.wav| Totodată, în zile de vineri și sâmbătă.| Totodată, în zile de vineri și sămbătă.
sgs_rnd1_246.wav| 253 din Codul Penal și pentru săvârșirea în fracțiune de negligență în serviciu.| 253 din codul penal și pentru săvărșirea infracțiune de negligență în serviciu.
sgs_rnd1_247.wav| să ne prostităm pentru el ca să recuperăm acești bani.| să ne prostităm pentru el ca să recuperăm acești bani.
sgs_rnd1_248.wav| Alți credincioși speră să mai beneficieze de servicile mai multor preo.| alți credincioși speră să mă beneficieze de servicile mai multor preo.
sgs_rnd1_249.wav| Nu mă interesează să fiu investitor.| Nu mă interesează să fiu investitor.
sgs_rnd1_250.wav| Am doi copii de crescut si depini de salariul asta.| Am doi copii de crescut și depinde salariul ăsta.
sgs_rnd1_252.wav| I-am trimis saptamana trecuta niste pui sa aibă ce mânca până vine.| și-am trimis săptămâna trecută niște pui să ai văd ce munca până vin.
sgs_rnd1_253.wav| Bunicii mei locuiau in cartier, parintii mei copilariseri acolo, acolo s-au casatorit si acolo locuiesc si azi.| Bunicii mei luqueau în cartier, părinții mei copilării seră acolo, acolo s-au căsătorit și acolo luquează și azi.
sgs_rnd1_254.wav| Filmul rulează în avant-premieră, începând de mâine, la cinema Odeon din Polus Center.| Filmul rulează în avantpremieră începând de mâine la cinema Odeon din Polus Center.
sgs_rnd1_255.wav| am întâlnit o echipă bună care ar putea face pasul spre prima ligă.| am întâlnit o echipă bună care ar putea face pasul spre prima ligă.
sgs_rnd1_256.wav| Dacă este util pentru țară, sunt dispus să lucrez în orice post.| Dacă este util pentru țară, sunt dispus să lucrez în orice pot.
sgs_rnd1_257.wav| Este ceva nou pentru mine, dar este frumos.| Este ceva nou pentru mine, dar este frumos.
sgs_rnd1_258.wav| Am visat mereu că o europă întreagă să ascultești, să vredoneze melodia compusă și produsă de mine.| Am viseat mereu ca o europă întreagă să ascultești, să vreduneze melodia compusă și produsă de mine.
sgs_rnd1_259.wav| și-a făcut ucenicia în meseria chiar pe propile picioare.| așa făcut ucenicia în meseria, chiar pe propriile picioare.
sgs_rnd1_260.wav| Unitățile nu au primit autorizație pentru că nu au apă, curentă, canalizare, iar grupurile sanitare sunt neconforme.| Unitățile nu au primit autorizație pentru că nu au apă curentă, canalizare, iar grupurile sanitare sunt neconforme.
sgs_rnd1_261.wav| Afirmația seană a fost confirmată și de către reprezentanți inspectoratului județean de Poliție Galaț.| Afirmația saia ne-a fost confirmată și de către reprezentanți inspectoratului județean de Polițe Galați.
sgs_rnd1_262.wav| cruțulițele simple se brodează în trei zile 8 ore de muncă zilnic.| cruciulitele simple se brodează în 3 zile 8 ore de mâncă zilnic.
sgs_rnd1_263.wav| Astăzi lucrau pe pot doar doi muncitor cu lopet.| Astăzi lucrau pe pot doar doi muncitor colopeți.
sgs_rnd1_264.wav| Nu avea viteza, dar nici nu-i.| Moga viteza, dar nici nu-i.
sgs_rnd1_265.wav| Pentru a masura talentul acestora, specialistii i-au pus sa raspunde la o serie de intrebari neubisnuite.| pentru a măsură talentul acestora specialistii au pus să răspundă la o serie de întrebări neubișnite.
sgs_rnd1_266.wav|" și meseria de pompier mă ajută să urc pe o treaptă hierarhică"", spune Sorin Albinaru."|" și meseria de pompier mă ajută să urc pe o treaptă hierarhică"", spune Sorin Albinaru."
sgs_rnd1_267.wav| a arătat-o cu totul altă față în comparație cu precedentele deplasării.| Stiința arătat-o cu totul altă față în comparație cu precedentele deplasării.
sgs_rnd1_268.wav| nu au voie să se mută dintr-un sector al stadionului înalturi.| Nu o voie sa zemute dintr-un sector al stadionului inaltul.
sgs_rnd1_269.wav| Procedura de licitație va demara pe 15 octobre 2009.| procedura de licitație va demara pe 15 octobre 2009.
sgs_rnd1_270.wav| Tot timpul am fost ca fratii românii cungurii.| Tot timpul an fosca frazii, romanii cunguri.
sgs_rnd1_271.wav| Evenimentul va avea loc în hallul complexului muzeal Iulian Antonescu cu începere de la ora 9.| Evenimentul va avea loc în holul complexului muzeal Iulian Antonescu, cu începere de la ora 9.
sgs_rnd1_272.wav| mă drănează foarte mult amânare.| mă dărănează foarte multă amunare.
sgs_rnd1_273.wav| Acesta visează să ajungă în finala cupei României.| Acesta visează să ajungă în finală cupei României.
sgs_rnd1_274.wav| pe martina filmului au avut loc și discuții între poliții și elevi.| pe martina filmului au avut loc și discuții între poliții și ele.
sgs_rnd1_275.wav| Repet, am fost ocupat cu ime meorile.| Iar pet, am fost ocupat cu imeia mea urle.
sgs_rnd1_276.wav| este o rușine și o umilire a demnității noastre naționale și a țării noastre.| Este o rușine și o umilire a demnității noastre, naționale și a țării noastre.
sgs_rnd1_277.wav| Unul dintre cei doi șoferi autocarului a fost surprins de flăcări în timp ce dormea în acesta.| Unul dintre cei doi șoferi a autocarului a fost surprins de flăcării în timp ce dormea în acesta.
sgs_rnd1_278.wav| Întur, piteștenii se impuse sără pe teren propriu cu 80 la 64.| Întur pităștenii se impuse sără pe terea împrobruiul cu 80 la 64.
sgs_rnd1_279.wav| Giorgeta mai avea o fetiță de 6 ani.| George e tamai v-a afletit de 6 ani.
sgs_rnd1_280.wav| Pericolul imens era ca o întreagă economie să se prăbușască.| Periculoareul imens era ca întrega economiei să se probușască.
sgs_rnd1_281.wav| Un frigider făcut la noi a ținut și 30 de ani, declară Dan Tănăsescu.| un frigider făcut la noi, a ținut și 30 de ani de clardant tă năsescum.
sgs_rnd1_282.wav| templul atrage o multime de turisti.| la trage omulțime de turisti.
sgs_rnd1_283.wav| Femeia este acozată de săvârșirea infracțiunilor de înșelăciune și falți în înscrisuri sub semătură privată.| BME-a este acosată de săvârșirea infracției în ordine, în șelăciune și fals în scrisuri sub semnătură privată.
sgs_rnd1_284.wav| Investitorii care au ales drept plasamenti indicii bursieri în intervalul analizat au avut și ei de câștigat.| Investitorii care au ales drept plasament indicii bursieri în intervalul analizat au avut și ei de câștigat.
sgs_rnd1_285.wav| partea care rămână pentru educație și cultură este foarte mică, insuficientă pentru un trai decent.| Foartea care rămână pentru educație și cultură este foarte mică, insuficientă pentru un trai decent.
sgs_rnd1_286.wav| Baloanele sunt foarte frumoase.| Baloanele sunt foarte frumoase.
sgs_rnd1_287.wav| Ambi au părăstit iar cantonamentul pentru a nu răspundi virusul și în rândul celor alți folbari.| ambii au părăsit iar cantonamentul pentru a nu răspândi virusul și în rândul celor alți folbarei.
sgs_rnd1_288.wav| În 92-94, vindeam zeare, aprecizat mazăre.| În 92-94, Vindeamziare a precizat mazără.
sgs_rnd1_289.wav| se întâmpla în iulie 2004 în capitală.| să se întâmplă aniule 2004 în capital.
sgs_rnd1_290.wav| Lazik avea drept de joc și putea fi folosit de antrenor fără niciun fel de probleme.| Lasik avea drept de joc și putea fi folosit de antrenor fără niciun fel de probleme.
sgs_rnd1_291.wav| Nu mi-a venit să cred că în comună noastră trăiesc astfel de persoane, a afirmat Mariana Găzu.| Nu mi-a venit să cred că în comună noastră trăiesc astfel de persoane, a afirmat Mariana Găju.
sgs_rnd1_292.wav| Mie îmi place să cred că ceea ce scriu eu este poezie.| Mi-am plăcat să cred că ceea ce-s criu e uia săte poezie.
sgs_rnd1_293.wav| Practic, eu nu ma pot folosi de el, a spus, târnoveancă.| Practic, eu n-am mai putut folosi de el, a spus, tu-l nu vei anca.
sgs_rnd1_294.wav| a fost fete care s-a lăsat de hamburger.| au fost fete care s-au lăsat de hamvăl.
sgs_rnd1_295.wav| Serbia este o echipă sub a Franțăi ca organizare și valoare individuală.| Terebea este o echipă sub a Franței ca organizare și valoare individuală.
sgs_rnd1_296.wav| După numai un an, a câștigat prin concurs una dintre cele două burse uferite de Universitatea București studenților basarabene.| După numai un an, a câștigat, prin concurs, una dintre cele două burse oferite de Universitatea București studenților basarabeni.
sgs_rnd1_297.wav| Sui aniversați primesc cadouri din partea primăriei municipiului Alba Iulie.| și aniversați primeți cadăuri din partea primoriei municipiului al Băiuliei.
sgs_rnd1_298.wav| în vârstă de 25 de ani, care conduceau un autoturism în matriculat în Republica Moldova.| în vârse de 25 de ani, care conducea un autoturism în matriculat în Republica Moldova.
sgs_rnd1_299.wav| Zidul casei mele s-a crăpat.| Zidul casei mele s-a crăpat.
sgs_rnd1_300.wav| Tergivesarea rezolvării lucrurilor ar putea duce la o situație grea și nu vor mai fi bani pentru salarii.| Interigivesarea rezolvării lucrurilor ar putea duce la o situație grea și n-o vor mai fi bani pentru sălare.
sgs_rnd1_301.wav| O întâlnire cuprinde o parte literar-artistică și o petrecere a gorjenilor la restaurant, a declarat directorul metrorex.| La o întâlnire cuprind de o parte literar-artistică și o petrecere a gorjanior la restaurant, a declarat directorul metrolitării.
sgs_rnd1_302.wav| Dupa ce ne-au inchis, am tacut cateva minute bune cat i-am auzit ca sunt acolo.| După ce ne-au închis, am tăcut câteva minute bune cât i-am auzit că sunt acolo.
sgs_rnd1_303.wav| Tânăra își amintește că și-a petrecut mult timp în fața meselor de călcat.| Tânăraș amintește că și-a petrecut mult timp în fața meselor de călcat.
sgs_rnd1_304.wav| Suntem pensionari. Deci am dat, dupa putere, a declarat Mihail Ciulma din Constanta.| Suntem pensionari, deci am dat după putere a declarat Mihail Ciulma din constant.
sgs_rnd1_305.wav| Partidul Social Democrat din Germania suferă o înfrângere fără precedent după război și cade la 23%| Partidul Social Democrat din Germania Suferă o înfrângere fără president după război și cade la 23%
sgs_rnd1_306.wav| Cei trei angajați implicați în eveniment au fost audiați ieri.| Cei trei angajați implicați în eveniment au fost audiați și ieri.
sgs_rnd1_307.wav| Cătorii vor continua protestele până la 5 octombre.| de cătorii vor continua protestele până la 5 octombrie.
sgs_rnd1_308.wav| în consecință pot acționa mai rapid și mai eficient.| în consecință pot acționa mai rapid și mai eficient.
sgs_rnd1_309.wav| Domeniile în care activiază sunt producția, construcțile, imobiliare.| Domainile în care activază sunn, producția, construcțile, imobiliare
sgs_rnd1_310.wav| Dacă există suspiciuni, el trebuie să anunță imediat poliția pentru a confirma controlul în trafic.| Dacă există suspiciuni, el trebuie să anunțe imediat poliția pentru a confirma controlul în trafic.
sgs_rnd1_311.wav| Festivalul de teatru internațional este prioritatea noastră, a mai adăugat Ion Dumitrel.| festivalul de teatru internațional este prioritatea noastră a mai adăugat Ion Dumitru.
sgs_rnd1_312.wav| personajul principal e un pictor strălucit, dar care nu găsește recunoaștere.| Personajul principal e un pictor strălucit, dar care nu găsește recunoaștere.
sgs_rnd1_313.wav| Canditații la un post municipal recurg, în general, la tot felul de voluntari, studenți, pensionari, militans de cartiere.| Candidații la un post municipal recurg, în general, la tot felul de voluntari, studenți, pensionari, militans de cartier.
sgs_rnd1_314.wav| Am încercat vreo 7 luni și uită că am reușit, glumește-a.| Am încercat vreo 7 luni și uită că am reușit grumeștea.
sgs_rnd1_315.wav| Pentru a uminge steaua trebuie sa fim hotarati agresivi in sensul bun al cuvantului si sa muscam din adversari.| Pentru a-mi ingestea, trebuie să fim hotărâți agresiv în sensul bun al cuvântului și să mușcăm din adversar.
sgs_rnd1_316.wav| Mă bucur foarte mult pentru reușită ei și îi vom pregăti o sorpiză în clasă. Mai spune 2 na pe 3 ani.| Mă bucur foarte mult pentru reușită a ei și vom pregăti o surpriză în clasă, mai spune Doina Petreanu.
sgs_rnd1_317.wav| Prima protez a fost tot din sponsorizare din Spania.| Prima proteza a fost tot din sponsorizare din Spania.
sgs_rnd1_318.wav| iar mi-as pus odată care o firmă depază.| El mi-a spus odată că are o firmă de pază.
sgs_rnd1_319.wav| Nu spun că suțin acest lucru, dar poate că este o alternativă care trebuie analizată, a precizat acesta.| Nu spun că suțin acest lucru, dar poate că este o alternativă care trebuie analizată a precizat acesta.
sgs_rnd1_320.wav| Banii nu vor reprezenta motivul principal pentru lipsa rezultatelor a completat angel.| Banii nu vor reprezenta motivul principal pentru lipsa rezultatelor a completat angel.
sgs_rnd1_321.wav| Vecinii se tem sa ma iasa din casa din cauza romilor care le ameninta si eu la bataie.| Vecinii se tem sa mai asa din casa din cauza romilor care i-am menita si i-au labatai.
sgs_rnd1_322.wav| pentru oasele rupte în anii terrorii staliniste.| pentru oasele rupte în anii terrorista liniște.
sgs_rnd1_323.wav| în cele trei zile nu se lucrează.| În cele 3 zile nu se lucrează.
sgs_rnd1_324.wav| La eliminarea lui Mera, un gal venira de ajuns.| la eliminare lui Mera, un galben era de azun.
sgs_rnd1_325.wav| La ultimul nivel al turnurilor va exista o scara exteriora pe care turistii vor putea urca in copola bisericii.| La ultimul nivel al turnulor va exista o scara exterioră pe care turisti vor putea urca în cupola bisericii.
sgs_rnd1_326.wav| Asta se întâmplă atunci.| Asta se-a întâmplat...
sgs_rnd1_327.wav| Caminul Poligrafie are doua camere cu patru paturi si doua bai comune pe fiecare palier.| că minul poligrafie ai două camere cu patru paturi și două băi comune pe fiecare palier.
sgs_rnd1_328.wav| a fost în schimb însuțită de râsete frecvente și de robotă de aplauze.| a fost în schimb în susținut de râsete frecvente și de robotă de aplauze.
sgs_rnd1_329.wav| În urma impactului, pasajera din dreaptă BMW-ului a fost cea mai grav rănită.| În urma impactului, pasajera din dreaptă BMW-ului a fost cea mai grav rănită.
sgs_rnd1_330.wav| a fost nevoit să lasă familie acasă tocmai pentru că nu să te scurca cu bani.| a fost nevoit să lasi familie acasă tocmai pentru că nu să te scurga cu banii.
sgs_rnd1_331.wav| Toate secțiile spitalului în afară de blocul operator și secția nou născut se confrună cu problema linsei lengeriei curate.| Toate secțiile spitalului în afară de blocul operator și secția nounăscut se confruntă cu problema linsei lenjeriei curate.
sgs_rnd1_332.wav| Am venit ca să mă uit, nu să cumpăr.| Am venit ca să mă uită și nu se cumpăr.
sgs_rnd1_333.wav| Există o nouă lege a educației și o nouă grilă de salarizare pentru profesori.| Există o nouă leje a educației și o nouă grilă de salarizare pentru profesor.
sgs_rnd1_334.wav| nu ori tine ajunge să dubleze vociilor actorilor într-un film.| N-o ar tine ajunge să dubleze focilor actorilor într-un film.
sgs_rnd1_335.wav| Cât durează până câștigă, nu se poate spune.| Că dorează până câștigă, nu se poate spune.
sgs_rnd1_336.wav| În România activează peste 4000 de societăți cipriote, inclusiv două bărci comerciale.| România activează peste 4000 de societăți cipriote, inclusiv două bănci comerciale.
sgs_rnd1_337.wav| Potrivit agerpres, șase soldați afgani au fost vătămate.| O trivit ager pres, 6 soldati sau gani au fost vătămâni.
sgs_rnd1_338.wav| Era o fată bună.| Era o fată bună.
sgs_rnd1_339.wav| Cum mai cumpara imbrevistă de specialitate, își aduce aminte tânărul Arădean.| Nu mai cumpăram reviste de specialitate, își aduceaminte tânărul Arădean.
sgs_rnd1_340.wav| Pentru acest succes, ambalistări noastre au fost premiate cu 25 000 de euro.| Pentru acest succes, ambalistele noastre au fost premiate cu 25.000 de euro.
sgs_rnd1_341.wav| Erika are 23 de ani și este secretar.| Erika are 23 de ani și este secretară.
sgs_rnd1_342.wav| Basket, după care a făcut bazele publicului ca un star de cinema.| basket după care a făcut bațele publicului ca un star de cinemă.
sgs_rnd1_343.wav| fără ajeturi de apă și spumă din abundență.| oarăgeturi de apă și spumă din amundență.
sgs_rnd1_344.wav| Potrivit apelului sosit prin 112, o persoană a rămas încarcerată.| Potrivit apelului sosit prin 1-2, o persoană a rămas încarcerată.
sgs_rnd1_345.wav| Tot respectul pentru el iar un om de echipa.| Tot respectul pentru el i-a un om de echipa.
sgs_rnd1_346.wav| Nu mi-am mai luat visa pentru ca am auzit pe la radio ca n-o ar mai trebui.| Nu mi-am mai luat viză pentru că am auzit pe la radio că nu ar mai trebui.
sgs_rnd1_347.wav| Am tras numeroase semnale de alarmă, dar nimeni nu vrea să audă.| Am tras numeroase senale de alarmand, dar nimeni nu vrea sa aude.
sgs_rnd1_348.wav| El a fost apreciat ca zucător și vrem să rămână, a mai spus, Cornel, șvaițer.| El a fost apreciat ca jucător și vrem să rămână, a mai spus Cornel, șvaițel.
sgs_rnd1_349.wav| Numai sunt bani.| Numai sunt bani.
sgs_rnd1_350.wav| În tot procesul de elaborare a codului am fost complet ignorat.| Întot procesul de elaborare a codului am fost complet ignorat.
sgs_rnd1_351.wav| Nu-mi explic ce s-a intamplat.| Nu mai explic ce s-a întâmplat.
sgs_rnd1_352.wav| Piața asigurării de apartamente din municipiul Bacău face față cu brio-crize economice.| Viața asigurăriului de apartamente din municipiul Bacau face față cu brio-crize economice.
sgs_rnd1_353.wav| Anunțul a fost făcut la sfârșitul săptămânii trecute, MIA PN, precisând că a organizat o licitație deschisă.| Anumțul a fost făcut la sfârșitul săptămânii trecute, mi-a apeneprecizând că a organizat o licitație deschisă.
